construct_id,idr_seq_name,gfp_label,gfp_tag,Z_gfp,topology,N_idr,N_construct,ncpr_idr,fcr_idr,kappa_idr,nu_idr_free,linker,linker_len,fasta_path
Q9NRH2_152_184__GFPm15__Ntail,Q9NRH2_152_184,GFP-15,GFPm15,-15,Ntail,33,248,0.0606060606060606,0.1818181818181818,0.3401531748680858,0.557,,0,individual/Q9NRH2_152_184__GFPm15__Ntail.fasta
Q9NRH2_152_184__GFPm15__Ctail,Q9NRH2_152_184,GFP-15,GFPm15,-15,Ctail,33,248,0.0606060606060606,0.1818181818181818,0.3401531748680858,0.557,,0,individual/Q9NRH2_152_184__GFPm15__Ctail.fasta
Q9BXX2_1_48__GFPp15__Ntail,Q9BXX2_1_48,GFP+15,GFPp15,15,Ntail,48,263,0.0833333333333333,0.2916666666666667,0.114619590304857,0.547,,0,individual/Q9BXX2_1_48__GFPp15__Ntail.fasta
Q9BXX2_1_48__GFPp15__Ctail,Q9BXX2_1_48,GFP+15,GFPp15,15,Ctail,48,263,0.0833333333333333,0.2916666666666667,0.114619590304857,0.547,,0,individual/Q9BXX2_1_48__GFPp15__Ctail.fasta
Q9BXX2_1_48__GFPp5__Ntail,Q9BXX2_1_48,GFP+5,GFPp5,5,Ntail,48,263,0.0833333333333333,0.2916666666666667,0.114619590304857,0.547,,0,individual/Q9BXX2_1_48__GFPp5__Ntail.fasta
Q9BXX2_1_48__GFPp5__Ctail,Q9BXX2_1_48,GFP+5,GFPp5,5,Ctail,48,263,0.0833333333333333,0.2916666666666667,0.114619590304857,0.547,,0,individual/Q9BXX2_1_48__GFPp5__Ctail.fasta
Q9BXX2_1_48__GFPm15__Ntail,Q9BXX2_1_48,GFP-15,GFPm15,-15,Ntail,48,263,0.0833333333333333,0.2916666666666667,0.114619590304857,0.547,,0,individual/Q9BXX2_1_48__GFPm15__Ntail.fasta
Q9BXX2_1_48__GFPm15__Ctail,Q9BXX2_1_48,GFP-15,GFPm15,-15,Ctail,48,263,0.0833333333333333,0.2916666666666667,0.114619590304857,0.547,,0,individual/Q9BXX2_1_48__GFPm15__Ctail.fasta
Q06210_223_264__GFPp15__Ntail,Q06210_223_264,GFP+15,GFPp15,15,Ntail,42,257,0.1428571428571428,0.2857142857142857,0.1182046067532783,0.569,,0,individual/Q06210_223_264__GFPp15__Ntail.fasta
Q06210_223_264__GFPp15__Ctail,Q06210_223_264,GFP+15,GFPp15,15,Ctail,42,257,0.1428571428571428,0.2857142857142857,0.1182046067532783,0.569,,0,individual/Q06210_223_264__GFPp15__Ctail.fasta
Q06210_223_264__GFPp5__Ntail,Q06210_223_264,GFP+5,GFPp5,5,Ntail,42,257,0.1428571428571428,0.2857142857142857,0.1182046067532783,0.569,,0,individual/Q06210_223_264__GFPp5__Ntail.fasta
Q06210_223_264__GFPp5__Ctail,Q06210_223_264,GFP+5,GFPp5,5,Ctail,42,257,0.1428571428571428,0.2857142857142857,0.1182046067532783,0.569,,0,individual/Q06210_223_264__GFPp5__Ctail.fasta
Q06210_223_264__GFPm15__Ntail,Q06210_223_264,GFP-15,GFPm15,-15,Ntail,42,257,0.1428571428571428,0.2857142857142857,0.1182046067532783,0.569,,0,individual/Q06210_223_264__GFPm15__Ntail.fasta
Q06210_223_264__GFPm15__Ctail,Q06210_223_264,GFP-15,GFPm15,-15,Ctail,42,257,0.1428571428571428,0.2857142857142857,0.1182046067532783,0.569,,0,individual/Q06210_223_264__GFPm15__Ctail.fasta
O75409_1_37__GFPp15__Ntail,O75409_1_37,GFP+15,GFPp15,15,Ntail,37,252,0.081081081081081,0.2972972972972973,0.1057218723794563,0.568,,0,individual/O75409_1_37__GFPp15__Ntail.fasta
O75409_1_37__GFPp15__Ctail,O75409_1_37,GFP+15,GFPp15,15,Ctail,37,252,0.081081081081081,0.2972972972972973,0.1057218723794563,0.568,,0,individual/O75409_1_37__GFPp15__Ctail.fasta
O75409_1_37__GFPp5__Ntail,O75409_1_37,GFP+5,GFPp5,5,Ntail,37,252,0.081081081081081,0.2972972972972973,0.1057218723794563,0.568,,0,individual/O75409_1_37__GFPp5__Ntail.fasta
O75409_1_37__GFPp5__Ctail,O75409_1_37,GFP+5,GFPp5,5,Ctail,37,252,0.081081081081081,0.2972972972972973,0.1057218723794563,0.568,,0,individual/O75409_1_37__GFPp5__Ctail.fasta
O75409_1_37__GFPm15__Ntail,O75409_1_37,GFP-15,GFPm15,-15,Ntail,37,252,0.081081081081081,0.2972972972972973,0.1057218723794563,0.568,,0,individual/O75409_1_37__GFPm15__Ntail.fasta
O75409_1_37__GFPm15__Ctail,O75409_1_37,GFP-15,GFPm15,-15,Ctail,37,252,0.081081081081081,0.2972972972972973,0.1057218723794563,0.568,,0,individual/O75409_1_37__GFPm15__Ctail.fasta
Q96N67_2107_2140__GFPp15__Ntail,Q96N67_2107_2140,GFP+15,GFPp15,15,Ntail,34,249,0.1176470588235294,0.2941176470588235,0.1827039202885298,0.564,,0,individual/Q96N67_2107_2140__GFPp15__Ntail.fasta
Q96N67_2107_2140__GFPp15__Ctail,Q96N67_2107_2140,GFP+15,GFPp15,15,Ctail,34,249,0.1176470588235294,0.2941176470588235,0.1827039202885298,0.564,,0,individual/Q96N67_2107_2140__GFPp15__Ctail.fasta
Q96N67_2107_2140__GFPp5__Ntail,Q96N67_2107_2140,GFP+5,GFPp5,5,Ntail,34,249,0.1176470588235294,0.2941176470588235,0.1827039202885298,0.564,,0,individual/Q96N67_2107_2140__GFPp5__Ntail.fasta
Q96N67_2107_2140__GFPp5__Ctail,Q96N67_2107_2140,GFP+5,GFPp5,5,Ctail,34,249,0.1176470588235294,0.2941176470588235,0.1827039202885298,0.564,,0,individual/Q96N67_2107_2140__GFPp5__Ctail.fasta
Q96N67_2107_2140__GFPm15__Ntail,Q96N67_2107_2140,GFP-15,GFPm15,-15,Ntail,34,249,0.1176470588235294,0.2941176470588235,0.1827039202885298,0.564,,0,individual/Q96N67_2107_2140__GFPm15__Ntail.fasta
Q96N67_2107_2140__GFPm15__Ctail,Q96N67_2107_2140,GFP-15,GFPm15,-15,Ctail,34,249,0.1176470588235294,0.2941176470588235,0.1827039202885298,0.564,,0,individual/Q96N67_2107_2140__GFPm15__Ctail.fasta
A8MYJ7_1_32__GFPp15__Ntail,A8MYJ7_1_32,GFP+15,GFPp15,15,Ntail,32,247,0.09375,0.28125,0.2301370241226033,0.548,,0,individual/A8MYJ7_1_32__GFPp15__Ntail.fasta
A8MYJ7_1_32__GFPp15__Ctail,A8MYJ7_1_32,GFP+15,GFPp15,15,Ctail,32,247,0.09375,0.28125,0.2301370241226033,0.548,,0,individual/A8MYJ7_1_32__GFPp15__Ctail.fasta
A8MYJ7_1_32__GFPp5__Ntail,A8MYJ7_1_32,GFP+5,GFPp5,5,Ntail,32,247,0.09375,0.28125,0.2301370241226033,0.548,,0,individual/A8MYJ7_1_32__GFPp5__Ntail.fasta
A8MYJ7_1_32__GFPp5__Ctail,A8MYJ7_1_32,GFP+5,GFPp5,5,Ctail,32,247,0.09375,0.28125,0.2301370241226033,0.548,,0,individual/A8MYJ7_1_32__GFPp5__Ctail.fasta
A8MYJ7_1_32__GFPm15__Ntail,A8MYJ7_1_32,GFP-15,GFPm15,-15,Ntail,32,247,0.09375,0.28125,0.2301370241226033,0.548,,0,individual/A8MYJ7_1_32__GFPm15__Ntail.fasta
A8MYJ7_1_32__GFPm15__Ctail,A8MYJ7_1_32,GFP-15,GFPm15,-15,Ctail,32,247,0.09375,0.28125,0.2301370241226033,0.548,,0,individual/A8MYJ7_1_32__GFPm15__Ctail.fasta
O60602_661_692__GFPp15__Ntail,O60602_661_692,GFP+15,GFPp15,15,Ntail,32,247,0.09375,0.28125,0.2205393304048155,0.542,,0,individual/O60602_661_692__GFPp15__Ntail.fasta
O60602_661_692__GFPp15__Ctail,O60602_661_692,GFP+15,GFPp15,15,Ctail,32,247,0.09375,0.28125,0.2205393304048155,0.542,,0,individual/O60602_661_692__GFPp15__Ctail.fasta
O60602_661_692__GFPp5__Ntail,O60602_661_692,GFP+5,GFPp5,5,Ntail,32,247,0.09375,0.28125,0.2205393304048155,0.542,,0,individual/O60602_661_692__GFPp5__Ntail.fasta
O60602_661_692__GFPp5__Ctail,O60602_661_692,GFP+5,GFPp5,5,Ctail,32,247,0.09375,0.28125,0.2205393304048155,0.542,,0,individual/O60602_661_692__GFPp5__Ctail.fasta
O60602_661_692__GFPm15__Ntail,O60602_661_692,GFP-15,GFPm15,-15,Ntail,32,247,0.09375,0.28125,0.2205393304048155,0.542,,0,individual/O60602_661_692__GFPm15__Ntail.fasta
O60602_661_692__GFPm15__Ctail,O60602_661_692,GFP-15,GFPm15,-15,Ctail,32,247,0.09375,0.28125,0.2205393304048155,0.542,,0,individual/O60602_661_692__GFPm15__Ctail.fasta
Q8N9W8_1_32__GFPp15__Ntail,Q8N9W8_1_32,GFP+15,GFPp15,15,Ntail,32,247,0.125,0.3125,0.183889154112108,0.566,,0,individual/Q8N9W8_1_32__GFPp15__Ntail.fasta
Q8N9W8_1_32__GFPp15__Ctail,Q8N9W8_1_32,GFP+15,GFPp15,15,Ctail,32,247,0.125,0.3125,0.183889154112108,0.566,,0,individual/Q8N9W8_1_32__GFPp15__Ctail.fasta
Q8N9W8_1_32__GFPp5__Ntail,Q8N9W8_1_32,GFP+5,GFPp5,5,Ntail,32,247,0.125,0.3125,0.183889154112108,0.566,,0,individual/Q8N9W8_1_32__GFPp5__Ntail.fasta
Q8N9W8_1_32__GFPp5__Ctail,Q8N9W8_1_32,GFP+5,GFPp5,5,Ctail,32,247,0.125,0.3125,0.183889154112108,0.566,,0,individual/Q8N9W8_1_32__GFPp5__Ctail.fasta
Q8N9W8_1_32__GFPm15__Ntail,Q8N9W8_1_32,GFP-15,GFPm15,-15,Ntail,32,247,0.125,0.3125,0.183889154112108,0.566,,0,individual/Q8N9W8_1_32__GFPm15__Ntail.fasta
Q8N9W8_1_32__GFPm15__Ctail,Q8N9W8_1_32,GFP-15,GFPm15,-15,Ctail,32,247,0.125,0.3125,0.183889154112108,0.566,,0,individual/Q8N9W8_1_32__GFPm15__Ctail.fasta
P11487_197_239__GFPp15__Ntail,P11487_197_239,GFP+15,GFPp15,15,Ntail,43,258,0.0930232558139534,0.2790697674418604,0.4739105810199416,0.519,,0,individual/P11487_197_239__GFPp15__Ntail.fasta
P11487_197_239__GFPp15__Ctail,P11487_197_239,GFP+15,GFPp15,15,Ctail,43,258,0.0930232558139534,0.2790697674418604,0.4739105810199416,0.519,,0,individual/P11487_197_239__GFPp15__Ctail.fasta
P11487_197_239__GFPp5__Ntail,P11487_197_239,GFP+5,GFPp5,5,Ntail,43,258,0.0930232558139534,0.2790697674418604,0.4739105810199416,0.519,,0,individual/P11487_197_239__GFPp5__Ntail.fasta
P11487_197_239__GFPp5__Ctail,P11487_197_239,GFP+5,GFPp5,5,Ctail,43,258,0.0930232558139534,0.2790697674418604,0.4739105810199416,0.519,,0,individual/P11487_197_239__GFPp5__Ctail.fasta
P11487_197_239__GFPm15__Ntail,P11487_197_239,GFP-15,GFPm15,-15,Ntail,43,258,0.0930232558139534,0.2790697674418604,0.4739105810199416,0.519,,0,individual/P11487_197_239__GFPm15__Ntail.fasta
P11487_197_239__GFPm15__Ctail,P11487_197_239,GFP-15,GFPm15,-15,Ctail,43,258,0.0930232558139534,0.2790697674418604,0.4739105810199416,0.519,,0,individual/P11487_197_239__GFPm15__Ctail.fasta
Q6ZN84_611_652__GFPp15__Ntail,Q6ZN84_611_652,GFP+15,GFPp15,15,Ntail,42,257,0.0952380952380952,0.2857142857142857,0.291841435577561,0.525,,0,individual/Q6ZN84_611_652__GFPp15__Ntail.fasta
Q6ZN84_611_652__GFPp15__Ctail,Q6ZN84_611_652,GFP+15,GFPp15,15,Ctail,42,257,0.0952380952380952,0.2857142857142857,0.291841435577561,0.525,,0,individual/Q6ZN84_611_652__GFPp15__Ctail.fasta
Q6ZN84_611_652__GFPp5__Ntail,Q6ZN84_611_652,GFP+5,GFPp5,5,Ntail,42,257,0.0952380952380952,0.2857142857142857,0.291841435577561,0.525,,0,individual/Q6ZN84_611_652__GFPp5__Ntail.fasta
Q6ZN84_611_652__GFPp5__Ctail,Q6ZN84_611_652,GFP+5,GFPp5,5,Ctail,42,257,0.0952380952380952,0.2857142857142857,0.291841435577561,0.525,,0,individual/Q6ZN84_611_652__GFPp5__Ctail.fasta
Q6ZN84_611_652__GFPm15__Ntail,Q6ZN84_611_652,GFP-15,GFPm15,-15,Ntail,42,257,0.0952380952380952,0.2857142857142857,0.291841435577561,0.525,,0,individual/Q6ZN84_611_652__GFPm15__Ntail.fasta
Q6ZN84_611_652__GFPm15__Ctail,Q6ZN84_611_652,GFP-15,GFPm15,-15,Ctail,42,257,0.0952380952380952,0.2857142857142857,0.291841435577561,0.525,,0,individual/Q6ZN84_611_652__GFPm15__Ctail.fasta
Q9H3D4_362_401__GFPp15__Ntail,Q9H3D4_362_401,GFP+15,GFPp15,15,Ntail,40,255,0.075,0.325,0.39156998190066,0.548,,0,individual/Q9H3D4_362_401__GFPp15__Ntail.fasta
Q9H3D4_362_401__GFPp15__Ctail,Q9H3D4_362_401,GFP+15,GFPp15,15,Ctail,40,255,0.075,0.325,0.39156998190066,0.548,,0,individual/Q9H3D4_362_401__GFPp15__Ctail.fasta
Q9H3D4_362_401__GFPp5__Ntail,Q9H3D4_362_401,GFP+5,GFPp5,5,Ntail,40,255,0.075,0.325,0.39156998190066,0.548,,0,individual/Q9H3D4_362_401__GFPp5__Ntail.fasta
Q9H3D4_362_401__GFPp5__Ctail,Q9H3D4_362_401,GFP+5,GFPp5,5,Ctail,40,255,0.075,0.325,0.39156998190066,0.548,,0,individual/Q9H3D4_362_401__GFPp5__Ctail.fasta
Q9H3D4_362_401__GFPm15__Ntail,Q9H3D4_362_401,GFP-15,GFPm15,-15,Ntail,40,255,0.075,0.325,0.39156998190066,0.548,,0,individual/Q9H3D4_362_401__GFPm15__Ntail.fasta
Q9H3D4_362_401__GFPm15__Ctail,Q9H3D4_362_401,GFP-15,GFPm15,-15,Ctail,40,255,0.075,0.325,0.39156998190066,0.548,,0,individual/Q9H3D4_362_401__GFPm15__Ctail.fasta
Q8N3X6_567_602__GFPp15__Ntail,Q8N3X6_567_602,GFP+15,GFPp15,15,Ntail,36,251,0.1111111111111111,0.2777777777777778,0.3888139430097663,0.568,,0,individual/Q8N3X6_567_602__GFPp15__Ntail.fasta
Q8N3X6_567_602__GFPp15__Ctail,Q8N3X6_567_602,GFP+15,GFPp15,15,Ctail,36,251,0.1111111111111111,0.2777777777777778,0.3888139430097663,0.568,,0,individual/Q8N3X6_567_602__GFPp15__Ctail.fasta
Q8N3X6_567_602__GFPp5__Ntail,Q8N3X6_567_602,GFP+5,GFPp5,5,Ntail,36,251,0.1111111111111111,0.2777777777777778,0.3888139430097663,0.568,,0,individual/Q8N3X6_567_602__GFPp5__Ntail.fasta
Q8N3X6_567_602__GFPp5__Ctail,Q8N3X6_567_602,GFP+5,GFPp5,5,Ctail,36,251,0.1111111111111111,0.2777777777777778,0.3888139430097663,0.568,,0,individual/Q8N3X6_567_602__GFPp5__Ctail.fasta
Q8N3X6_567_602__GFPm15__Ntail,Q8N3X6_567_602,GFP-15,GFPm15,-15,Ntail,36,251,0.1111111111111111,0.2777777777777778,0.3888139430097663,0.568,,0,individual/Q8N3X6_567_602__GFPm15__Ntail.fasta
Q8N3X6_567_602__GFPm15__Ctail,Q8N3X6_567_602,GFP-15,GFPm15,-15,Ctail,36,251,0.1111111111111111,0.2777777777777778,0.3888139430097663,0.568,,0,individual/Q8N3X6_567_602__GFPm15__Ctail.fasta
P61296_176_217__GFPp15__Ntail,P61296_176_217,GFP+15,GFPp15,15,Ntail,42,257,0.0952380952380952,0.4285714285714285,0.108599056527827,0.584,,0,individual/P61296_176_217__GFPp15__Ntail.fasta
P61296_176_217__GFPp15__Ctail,P61296_176_217,GFP+15,GFPp15,15,Ctail,42,257,0.0952380952380952,0.4285714285714285,0.108599056527827,0.584,,0,individual/P61296_176_217__GFPp15__Ctail.fasta
P61296_176_217__GFPp5__Ntail,P61296_176_217,GFP+5,GFPp5,5,Ntail,42,257,0.0952380952380952,0.4285714285714285,0.108599056527827,0.584,,0,individual/P61296_176_217__GFPp5__Ntail.fasta
P61296_176_217__GFPp5__Ctail,P61296_176_217,GFP+5,GFPp5,5,Ctail,42,257,0.0952380952380952,0.4285714285714285,0.108599056527827,0.584,,0,individual/P61296_176_217__GFPp5__Ctail.fasta
P61296_176_217__GFPm15__Ntail,P61296_176_217,GFP-15,GFPm15,-15,Ntail,42,257,0.0952380952380952,0.4285714285714285,0.108599056527827,0.584,,0,individual/P61296_176_217__GFPm15__Ntail.fasta
P61296_176_217__GFPm15__Ctail,P61296_176_217,GFP-15,GFPm15,-15,Ctail,42,257,0.0952380952380952,0.4285714285714285,0.108599056527827,0.584,,0,individual/P61296_176_217__GFPm15__Ctail.fasta
O14746_625_656__GFPp15__Ntail,O14746_625_656,GFP+15,GFPp15,15,Ntail,32,247,0.125,0.375,0.1046758135105729,0.561,,0,individual/O14746_625_656__GFPp15__Ntail.fasta
O14746_625_656__GFPp15__Ctail,O14746_625_656,GFP+15,GFPp15,15,Ctail,32,247,0.125,0.375,0.1046758135105729,0.561,,0,individual/O14746_625_656__GFPp15__Ctail.fasta
O14746_625_656__GFPp5__Ntail,O14746_625_656,GFP+5,GFPp5,5,Ntail,32,247,0.125,0.375,0.1046758135105729,0.561,,0,individual/O14746_625_656__GFPp5__Ntail.fasta
O14746_625_656__GFPp5__Ctail,O14746_625_656,GFP+5,GFPp5,5,Ctail,32,247,0.125,0.375,0.1046758135105729,0.561,,0,individual/O14746_625_656__GFPp5__Ctail.fasta
O14746_625_656__GFPm15__Ntail,O14746_625_656,GFP-15,GFPm15,-15,Ntail,32,247,0.125,0.375,0.1046758135105729,0.561,,0,individual/O14746_625_656__GFPm15__Ntail.fasta
O14746_625_656__GFPm15__Ctail,O14746_625_656,GFP-15,GFPm15,-15,Ctail,32,247,0.125,0.375,0.1046758135105729,0.561,,0,individual/O14746_625_656__GFPm15__Ctail.fasta
P26927_444_486__GFPp15__Ntail,P26927_444_486,GFP+15,GFPp15,15,Ntail,43,258,0.0697674418604651,0.3953488372093023,0.2187036043028463,0.533,,0,individual/P26927_444_486__GFPp15__Ntail.fasta
P26927_444_486__GFPp15__Ctail,P26927_444_486,GFP+15,GFPp15,15,Ctail,43,258,0.0697674418604651,0.3953488372093023,0.2187036043028463,0.533,,0,individual/P26927_444_486__GFPp15__Ctail.fasta
P26927_444_486__GFPp5__Ntail,P26927_444_486,GFP+5,GFPp5,5,Ntail,43,258,0.0697674418604651,0.3953488372093023,0.2187036043028463,0.533,,0,individual/P26927_444_486__GFPp5__Ntail.fasta
P26927_444_486__GFPp5__Ctail,P26927_444_486,GFP+5,GFPp5,5,Ctail,43,258,0.0697674418604651,0.3953488372093023,0.2187036043028463,0.533,,0,individual/P26927_444_486__GFPp5__Ctail.fasta
P26927_444_486__GFPm15__Ntail,P26927_444_486,GFP-15,GFPm15,-15,Ntail,43,258,0.0697674418604651,0.3953488372093023,0.2187036043028463,0.533,,0,individual/P26927_444_486__GFPm15__Ntail.fasta
P26927_444_486__GFPm15__Ctail,P26927_444_486,GFP-15,GFPm15,-15,Ctail,43,258,0.0697674418604651,0.3953488372093023,0.2187036043028463,0.533,,0,individual/P26927_444_486__GFPm15__Ctail.fasta
Q9BQI3_128_163__GFPp15__Ntail,Q9BQI3_128_163,GFP+15,GFPp15,15,Ntail,36,251,0.0833333333333333,0.4166666666666667,0.1785614275644306,0.57,,0,individual/Q9BQI3_128_163__GFPp15__Ntail.fasta
Q9BQI3_128_163__GFPp15__Ctail,Q9BQI3_128_163,GFP+15,GFPp15,15,Ctail,36,251,0.0833333333333333,0.4166666666666667,0.1785614275644306,0.57,,0,individual/Q9BQI3_128_163__GFPp15__Ctail.fasta
Q9BQI3_128_163__GFPp5__Ntail,Q9BQI3_128_163,GFP+5,GFPp5,5,Ntail,36,251,0.0833333333333333,0.4166666666666667,0.1785614275644306,0.57,,0,individual/Q9BQI3_128_163__GFPp5__Ntail.fasta
Q9BQI3_128_163__GFPp5__Ctail,Q9BQI3_128_163,GFP+5,GFPp5,5,Ctail,36,251,0.0833333333333333,0.4166666666666667,0.1785614275644306,0.57,,0,individual/Q9BQI3_128_163__GFPp5__Ctail.fasta
Q9BQI3_128_163__GFPm15__Ntail,Q9BQI3_128_163,GFP-15,GFPm15,-15,Ntail,36,251,0.0833333333333333,0.4166666666666667,0.1785614275644306,0.57,,0,individual/Q9BQI3_128_163__GFPm15__Ntail.fasta
Q9BQI3_128_163__GFPm15__Ctail,Q9BQI3_128_163,GFP-15,GFPm15,-15,Ctail,36,251,0.0833333333333333,0.4166666666666667,0.1785614275644306,0.57,,0,individual/Q9BQI3_128_163__GFPm15__Ctail.fasta
P10827_1_45__GFPp15__Ntail,P10827_1_45,GFP+15,GFPp15,15,Ntail,45,260,0.0888888888888888,0.3555555555555555,0.3407586451801874,0.543,,0,individual/P10827_1_45__GFPp15__Ntail.fasta
P10827_1_45__GFPp15__Ctail,P10827_1_45,GFP+15,GFPp15,15,Ctail,45,260,0.0888888888888888,0.3555555555555555,0.3407586451801874,0.543,,0,individual/P10827_1_45__GFPp15__Ctail.fasta
P10827_1_45__GFPp5__Ntail,P10827_1_45,GFP+5,GFPp5,5,Ntail,45,260,0.0888888888888888,0.3555555555555555,0.3407586451801874,0.543,,0,individual/P10827_1_45__GFPp5__Ntail.fasta
P10827_1_45__GFPp5__Ctail,P10827_1_45,GFP+5,GFPp5,5,Ctail,45,260,0.0888888888888888,0.3555555555555555,0.3407586451801874,0.543,,0,individual/P10827_1_45__GFPp5__Ctail.fasta
P10827_1_45__GFPm15__Ntail,P10827_1_45,GFP-15,GFPm15,-15,Ntail,45,260,0.0888888888888888,0.3555555555555555,0.3407586451801874,0.543,,0,individual/P10827_1_45__GFPm15__Ntail.fasta
P10827_1_45__GFPm15__Ctail,P10827_1_45,GFP-15,GFPm15,-15,Ctail,45,260,0.0888888888888888,0.3555555555555555,0.3407586451801874,0.543,,0,individual/P10827_1_45__GFPm15__Ctail.fasta
Q86U86_484_521__GFPp15__Ntail,Q86U86_484_521,GFP+15,GFPp15,15,Ntail,38,253,0.1052631578947368,0.4736842105263157,0.3703089703347198,0.508,,0,individual/Q86U86_484_521__GFPp15__Ntail.fasta
Q86U86_484_521__GFPp15__Ctail,Q86U86_484_521,GFP+15,GFPp15,15,Ctail,38,253,0.1052631578947368,0.4736842105263157,0.3703089703347198,0.508,,0,individual/Q86U86_484_521__GFPp15__Ctail.fasta
Q86U86_484_521__GFPp5__Ntail,Q86U86_484_521,GFP+5,GFPp5,5,Ntail,38,253,0.1052631578947368,0.4736842105263157,0.3703089703347198,0.508,,0,individual/Q86U86_484_521__GFPp5__Ntail.fasta
Q86U86_484_521__GFPp5__Ctail,Q86U86_484_521,GFP+5,GFPp5,5,Ctail,38,253,0.1052631578947368,0.4736842105263157,0.3703089703347198,0.508,,0,individual/Q86U86_484_521__GFPp5__Ctail.fasta
Q86U86_484_521__GFPm15__Ntail,Q86U86_484_521,GFP-15,GFPm15,-15,Ntail,38,253,0.1052631578947368,0.4736842105263157,0.3703089703347198,0.508,,0,individual/Q86U86_484_521__GFPm15__Ntail.fasta
Q86U86_484_521__GFPm15__Ctail,Q86U86_484_521,GFP-15,GFPm15,-15,Ctail,38,253,0.1052631578947368,0.4736842105263157,0.3703089703347198,0.508,,0,individual/Q86U86_484_521__GFPm15__Ctail.fasta
O94955_381_412__GFPp15__Ntail,O94955_381_412,GFP+15,GFPp15,15,Ntail,32,247,0.21875,0.21875,0.1202696803383874,0.584,,0,individual/O94955_381_412__GFPp15__Ntail.fasta
O94955_381_412__GFPp15__Ctail,O94955_381_412,GFP+15,GFPp15,15,Ctail,32,247,0.21875,0.21875,0.1202696803383874,0.584,,0,individual/O94955_381_412__GFPp15__Ctail.fasta
O94955_381_412__GFPp5__Ntail,O94955_381_412,GFP+5,GFPp5,5,Ntail,32,247,0.21875,0.21875,0.1202696803383874,0.584,,0,individual/O94955_381_412__GFPp5__Ntail.fasta
O94955_381_412__GFPp5__Ctail,O94955_381_412,GFP+5,GFPp5,5,Ctail,32,247,0.21875,0.21875,0.1202696803383874,0.584,,0,individual/O94955_381_412__GFPp5__Ctail.fasta
O94955_381_412__GFPm15__Ntail,O94955_381_412,GFP-15,GFPm15,-15,Ntail,32,247,0.21875,0.21875,0.1202696803383874,0.584,,0,individual/O94955_381_412__GFPm15__Ntail.fasta
O94955_381_412__GFPm15__Ctail,O94955_381_412,GFP-15,GFPm15,-15,Ctail,32,247,0.21875,0.21875,0.1202696803383874,0.584,,0,individual/O94955_381_412__GFPm15__Ctail.fasta
Q9NNZ3_1_30__GFPp15__Ntail,Q9NNZ3_1_30,GFP+15,GFPp15,15,Ntail,30,245,0.2,0.2,0.1108602393316775,0.568,,0,individual/Q9NNZ3_1_30__GFPp15__Ntail.fasta
Q9NNZ3_1_30__GFPp15__Ctail,Q9NNZ3_1_30,GFP+15,GFPp15,15,Ctail,30,245,0.2,0.2,0.1108602393316775,0.568,,0,individual/Q9NNZ3_1_30__GFPp15__Ctail.fasta
Q9NNZ3_1_30__GFPp5__Ntail,Q9NNZ3_1_30,GFP+5,GFPp5,5,Ntail,30,245,0.2,0.2,0.1108602393316775,0.568,,0,individual/Q9NNZ3_1_30__GFPp5__Ntail.fasta
Q9NNZ3_1_30__GFPp5__Ctail,Q9NNZ3_1_30,GFP+5,GFPp5,5,Ctail,30,245,0.2,0.2,0.1108602393316775,0.568,,0,individual/Q9NNZ3_1_30__GFPp5__Ctail.fasta
Q9NNZ3_1_30__GFPm15__Ntail,Q9NNZ3_1_30,GFP-15,GFPm15,-15,Ntail,30,245,0.2,0.2,0.1108602393316775,0.568,,0,individual/Q9NNZ3_1_30__GFPm15__Ntail.fasta
Q9NNZ3_1_30__GFPm15__Ctail,Q9NNZ3_1_30,GFP-15,GFPm15,-15,Ctail,30,245,0.2,0.2,0.1108602393316775,0.568,,0,individual/Q9NNZ3_1_30__GFPm15__Ctail.fasta
Q5VU65_1_43__GFPp15__Ntail,Q5VU65_1_43,GFP+15,GFPp15,15,Ntail,43,258,0.1860465116279069,0.1860465116279069,0.2091773403171171,0.555,,0,individual/Q5VU65_1_43__GFPp15__Ntail.fasta
Q5VU65_1_43__GFPp15__Ctail,Q5VU65_1_43,GFP+15,GFPp15,15,Ctail,43,258,0.1860465116279069,0.1860465116279069,0.2091773403171171,0.555,,0,individual/Q5VU65_1_43__GFPp15__Ctail.fasta
Q5VU65_1_43__GFPp5__Ntail,Q5VU65_1_43,GFP+5,GFPp5,5,Ntail,43,258,0.1860465116279069,0.1860465116279069,0.2091773403171171,0.555,,0,individual/Q5VU65_1_43__GFPp5__Ntail.fasta
Q5VU65_1_43__GFPp5__Ctail,Q5VU65_1_43,GFP+5,GFPp5,5,Ctail,43,258,0.1860465116279069,0.1860465116279069,0.2091773403171171,0.555,,0,individual/Q5VU65_1_43__GFPp5__Ctail.fasta
Q5VU65_1_43__GFPm15__Ntail,Q5VU65_1_43,GFP-15,GFPm15,-15,Ntail,43,258,0.1860465116279069,0.1860465116279069,0.2091773403171171,0.555,,0,individual/Q5VU65_1_43__GFPm15__Ntail.fasta
Q5VU65_1_43__GFPm15__Ctail,Q5VU65_1_43,GFP-15,GFPm15,-15,Ctail,43,258,0.1860465116279069,0.1860465116279069,0.2091773403171171,0.555,,0,individual/Q5VU65_1_43__GFPm15__Ctail.fasta
